training_date,employee_id,training_category,training_hours,training_cost,completion_status
2023-12-31,EMP00500,Data Literacy,14.82,10018.3,In Progress
2022-01-31,EMP00501,Data Literacy,16.87,16615.98,Completed
2022-02-28,EMP00501,Communication,3.6,7116.57,Completed
2022-04-30,EMP00501,Data Literacy,12.35,24587.82,Completed
2022-12-31,EMP00501,Communication,18.88,28228.57,Completed
2023-06-30,EMP00501,Communication,16.61,13870.96,Completed
2023-12-31,EMP00501,Leadership,17.72,33522.74,Completed
2024-05-31,EMP00501,Compliance,9.76,15835.3,In Progress
2024-06-30,EMP00501,Leadership,10.37,18237.37,Completed
2024-12-31,EMP00501,Cybersecurity,11.14,19145.24,Completed
2022-10-31,EMP00502,Technical Skills,11.68,14931.23,Completed
2022-12-31,EMP00502,Communication,5.38,10214.66,Completed
2023-02-28,EMP00502,Cybersecurity,4.06,2597.39,Completed
2023-03-31,EMP00502,Technical Skills,3.86,8205.74,Completed
2023-04-30,EMP00502,Communication,16.1,32223.1,Completed
2023-05-31,EMP00502,Data Literacy,12.34,14738.72,Completed
2023-07-31,EMP00502,Technical Skills,21.08,29285.0,Dropped
2024-06-30,EMP00502,Data Literacy,8.07,7685.72,Completed
2024-07-31,EMP00502,Technical Skills,10.82,15469.68,Completed
2022-10-31,EMP00503,Technical Skills,8.17,13518.76,Completed
2023-03-31,EMP00503,Compliance,4.93,9718.04,Completed
2023-06-30,EMP00503,Compliance,23.33,19792.49,Completed
2023-08-31,EMP00503,Compliance,11.08,10960.51,Completed
2023-12-31,EMP00503,Technical Skills,15.76,31596.78,Completed
2024-01-31,EMP00503,Cybersecurity,9.43,8954.51,Completed
2024-04-30,EMP00503,Compliance,18.81,16153.39,Dropped
2024-06-30,EMP00503,Compliance,22.53,42688.45,Completed
2024-08-31,EMP00503,Data Literacy,13.73,8976.62,Completed
2024-11-30,EMP00503,Cybersecurity,10.1,15692.53,Completed
2022-02-28,EMP00504,Compliance,21.01,21201.26,Completed
2022-03-31,EMP00504,Cybersecurity,23.04,25423.0,In Progress
2022-07-31,EMP00504,Data Literacy,9.09,17346.19,Completed
2022-12-31,EMP00504,Data Literacy,9.75,12067.9,Completed
2023-06-30,EMP00504,Leadership,17.08,22244.13,Completed
2023-08-31,EMP00504,Cybersecurity,18.51,16585.3,Completed
2023-09-30,EMP00504,Leadership,17.21,35209.64,In Progress
2023-10-31,EMP00504,Leadership,13.02,25056.08,Completed
2023-11-30,EMP00504,Leadership,13.92,17006.33,Completed
2023-12-31,EMP00504,Technical Skills,6.41,11554.09,Completed
2024-05-31,EMP00504,Data Literacy,11.63,7562.63,Completed
2024-09-30,EMP00504,Leadership,21.4,18721.75,Completed
2022-03-31,EMP00505,Leadership,2.52,4064.06,Completed
2022-09-30,EMP00505,Technical Skills,14.5,23943.88,Completed
2022-01-31,EMP00506,Cybersecurity,12.01,16532.43,Completed
2022-02-28,EMP00506,Communication,13.45,10591.13,Completed
2022-03-31,EMP00506,Technical Skills,11.01,19878.84,Completed
2022-04-30,EMP00506,Cybersecurity,13.15,22654.85,Dropped
2022-06-30,EMP00506,Cybersecurity,5.53,6610.59,Completed
2022-08-31,EMP00506,Leadership,18.45,25788.81,Completed
2022-09-30,EMP00506,Compliance,4.62,5465.15,Completed
2022-11-30,EMP00506,Compliance,2.15,4518.97,In Progress
2023-01-31,EMP00506,Technical Skills,15.41,15898.93,Completed
2023-03-31,EMP00506,Data Literacy,18.96,34748.07,Completed
2023-09-30,EMP00506,Cybersecurity,14.27,23395.29,Completed
2023-10-31,EMP00506,Technical Skills,3.38,7426.17,Dropped
2023-11-30,EMP00506,Leadership,3.65,7950.28,Completed
2024-02-29,EMP00506,Cybersecurity,21.77,36916.72,Completed
2024-06-30,EMP00506,Cybersecurity,13.2,16952.49,Completed
2024-08-31,EMP00506,Communication,4.14,5294.65,Completed
2024-10-31,EMP00506,Cybersecurity,17.6,19910.05,Completed
2023-05-31,EMP00507,Compliance,9.99,6569.17,Completed
2023-08-31,EMP00507,Data Literacy,2.09,2550.63,Completed
2023-11-30,EMP00507,Leadership,23.32,31615.12,Completed
2024-04-30,EMP00507,Cybersecurity,17.71,31291.37,Completed
2024-06-30,EMP00507,Technical Skills,14.53,27058.08,Completed
2024-09-30,EMP00507,Data Literacy,20.43,33191.5,Completed
2024-11-30,EMP00507,Cybersecurity,18.09,16708.78,Completed
2022-01-31,EMP00508,Technical Skills,20.51,34650.79,Completed
2022-02-28,EMP00508,Data Literacy,13.72,11882.87,Completed
2022-09-30,EMP00508,Communication,17.71,13693.01,Dropped
2023-01-31,EMP00508,Communication,4.06,4607.17,Completed
2023-03-31,EMP00508,Technical Skills,15.47,25123.33,Completed
2023-05-31,EMP00508,Compliance,16.16,10185.71,In Progress
2023-07-31,EMP00508,Data Literacy,17.0,29191.77,Completed
2023-08-31,EMP00508,Leadership,21.1,31002.02,Completed
2023-10-31,EMP00508,Cybersecurity,10.31,17467.66,Completed
2024-01-31,EMP00508,Leadership,12.17,9416.73,Completed
2024-06-30,EMP00508,Communication,19.12,38769.13,Completed
2024-08-31,EMP00508,Cybersecurity,20.84,23373.83,Dropped
2024-10-31,EMP00508,Cybersecurity,12.24,7589.5,In Progress
2024-11-30,EMP00508,Data Literacy,22.63,46204.14,Completed
2023-10-31,EMP00509,Technical Skills,3.67,7580.38,Completed
2023-12-31,EMP00509,Data Literacy,10.29,11687.25,Completed
2024-03-31,EMP00509,Data Literacy,10.74,11028.89,In Progress
2024-04-30,EMP00509,Cybersecurity,6.52,4579.74,Completed
2024-07-31,EMP00509,Cybersecurity,21.27,21135.4,Completed
2024-08-31,EMP00509,Leadership,17.79,28009.53,Completed
2024-10-31,EMP00509,Technical Skills,5.87,9893.08,In Progress
2024-11-30,EMP00509,Leadership,16.58,30970.83,Completed
2022-01-31,EMP00510,Data Literacy,10.7,11248.51,In Progress
2022-05-31,EMP00510,Cybersecurity,11.46,11621.26,Completed
2022-06-30,EMP00510,Compliance,15.63,23287.59,Completed
2023-11-30,EMP00511,Compliance,22.21,27733.69,Completed
2023-12-31,EMP00511,Technical Skills,11.58,15229.31,Completed
2024-04-30,EMP00511,Compliance,6.02,4783.36,Completed
2024-09-30,EMP00511,Leadership,5.24,6004.05,Completed
2024-12-31,EMP00511,Communication,18.6,37398.29,In Progress
2022-02-28,EMP00512,Compliance,16.03,30752.22,Completed
2022-03-31,EMP00512,Cybersecurity,14.11,11514.01,Completed
2022-05-31,EMP00512,Leadership,7.47,12672.29,Completed
2022-06-30,EMP00512,Communication,12.9,26045.06,Completed
2022-10-31,EMP00512,Compliance,5.95,6678.28,Completed
2022-12-31,EMP00512,Leadership,6.82,11640.49,Completed
2023-03-31,EMP00512,Cybersecurity,21.19,28865.41,Completed
2023-05-31,EMP00512,Technical Skills,4.85,8490.08,In Progress
2024-03-31,EMP00512,Technical Skills,8.19,17500.91,Completed
2024-04-30,EMP00512,Technical Skills,11.83,15330.01,Completed
2024-06-30,EMP00512,Technical Skills,11.73,10225.01,Completed
2022-03-31,EMP00513,Compliance,22.4,34611.46,Completed
2022-04-30,EMP00513,Cybersecurity,23.9,20433.61,Completed
2022-09-30,EMP00513,Communication,23.69,40991.32,Completed
2022-12-31,EMP00513,Cybersecurity,13.22,19474.15,Completed
2023-02-28,EMP00513,Communication,5.52,4086.52,Dropped
2023-03-31,EMP00513,Communication,18.99,13116.2,Completed
2023-06-30,EMP00513,Leadership,7.97,17283.68,Completed
2022-02-28,EMP00514,Compliance,17.42,14935.43,Completed
2022-03-31,EMP00514,Leadership,15.04,10826.69,Completed
2022-06-30,EMP00514,Communication,12.81,20531.96,Completed
2022-07-31,EMP00514,Leadership,16.63,17235.29,Completed
2023-02-28,EMP00514,Compliance,2.41,3055.07,Completed
2023-03-31,EMP00514,Communication,18.71,29358.77,Completed
2023-04-30,EMP00514,Data Literacy,10.15,10808.96,Completed
2023-05-31,EMP00514,Communication,10.2,17221.65,Completed
2023-06-30,EMP00514,Cybersecurity,4.72,7890.09,Completed
2023-07-31,EMP00514,Communication,16.49,31362.7,Completed
2023-09-30,EMP00514,Cybersecurity,15.46,10821.79,Completed
2023-11-30,EMP00514,Communication,12.84,16401.12,Completed
2024-02-29,EMP00514,Data Literacy,2.45,4591.52,Completed
2024-04-30,EMP00514,Cybersecurity,14.46,12462.24,Completed
2022-08-31,EMP00515,Leadership,4.92,6588.57,Completed
2022-01-31,EMP00516,Communication,17.64,14928.86,Completed
2022-05-31,EMP00516,Compliance,15.49,17548.83,Completed
2022-06-30,EMP00516,Cybersecurity,17.56,24579.69,In Progress
2023-02-28,EMP00516,Communication,19.82,43219.88,Completed
2023-04-30,EMP00516,Communication,9.42,17817.03,Completed
2023-06-30,EMP00516,Leadership,11.58,23369.82,Completed
2023-08-31,EMP00516,Leadership,13.65,14275.31,Completed
2024-03-31,EMP00516,Cybersecurity,5.32,10660.68,Completed
2024-08-31,EMP00516,Data Literacy,15.96,26412.51,Completed
2024-12-31,EMP00516,Cybersecurity,4.0,2543.11,In Progress
2022-02-28,EMP00517,Technical Skills,15.05,15415.11,In Progress
2022-03-31,EMP00517,Communication,7.65,8643.32,Completed
2022-04-30,EMP00517,Leadership,23.74,47608.71,Completed
2022-09-30,EMP00517,Communication,9.53,13888.14,Completed
2023-02-28,EMP00517,Technical Skills,21.65,42402.75,Completed
2023-06-30,EMP00517,Technical Skills,21.58,24399.86,Completed
2023-07-31,EMP00517,Leadership,17.53,15080.5,In Progress
2023-09-30,EMP00517,Communication,16.41,13155.87,Completed
2024-08-31,EMP00517,Cybersecurity,13.57,19690.96,Completed
2024-11-30,EMP00517,Technical Skills,10.49,18207.83,Completed
2022-04-30,EMP00518,Communication,5.28,4894.79,Completed
2022-08-31,EMP00518,Leadership,7.65,9022.9,Completed
2023-01-31,EMP00518,Technical Skills,19.39,36957.8,Completed
2023-02-28,EMP00518,Data Literacy,15.28,31065.66,Completed
2023-04-30,EMP00518,Cybersecurity,2.67,3336.61,Completed
2023-05-31,EMP00518,Cybersecurity,2.12,4352.9,Completed
2023-11-30,EMP00518,Data Literacy,20.63,23577.19,Completed
2024-03-31,EMP00518,Technical Skills,19.86,37002.06,Completed
2024-04-30,EMP00518,Leadership,19.45,26162.85,Completed
2024-06-30,EMP00518,Leadership,23.32,43533.53,Completed
2024-09-30,EMP00518,Compliance,3.17,6622.64,Completed
2022-03-31,EMP00519,Cybersecurity,17.49,34054.78,Completed
2022-05-31,EMP00519,Technical Skills,17.03,35182.81,Completed
2022-06-30,EMP00519,Communication,20.74,15926.58,In Progress
2022-11-30,EMP00519,Leadership,16.81,34136.67,In Progress
2022-12-31,EMP00519,Technical Skills,10.5,8991.81,Completed
2023-03-31,EMP00519,Leadership,9.46,12959.22,Completed
2023-06-30,EMP00519,Technical Skills,23.38,14482.62,In Progress
2023-10-31,EMP00519,Compliance,2.07,3400.01,In Progress
2022-06-30,EMP00520,Technical Skills,14.78,23594.54,Completed
2022-07-31,EMP00520,Technical Skills,8.08,6159.3,Completed
2022-09-30,EMP00520,Data Literacy,18.59,31821.27,Completed
2022-10-31,EMP00520,Leadership,19.54,15238.12,Completed
2024-03-31,EMP00520,Technical Skills,20.54,23899.87,Completed
2024-05-31,EMP00520,Technical Skills,3.75,3615.63,Completed
2024-08-31,EMP00520,Communication,21.49,41488.31,Dropped
2024-11-30,EMP00520,Cybersecurity,15.54,12837.73,Completed
2023-08-31,EMP00521,Cybersecurity,13.08,22219.89,In Progress
2023-09-30,EMP00521,Cybersecurity,21.56,16624.1,Completed
2023-09-30,EMP00522,Communication,22.35,20856.47,Completed
2023-10-31,EMP00522,Leadership,9.4,19409.66,Completed
2024-08-31,EMP00522,Data Literacy,2.58,4027.68,Completed
2022-03-31,EMP00523,Leadership,11.71,22813.89,Completed
2022-04-30,EMP00523,Compliance,15.0,18009.01,In Progress
2022-07-31,EMP00523,Technical Skills,3.71,5143.42,Completed
2022-11-30,EMP00523,Communication,21.47,14267.27,Completed
2022-12-31,EMP00523,Technical Skills,15.78,14890.15,Completed
2023-04-30,EMP00523,Leadership,16.79,30213.83,Completed
2023-06-30,EMP00523,Cybersecurity,9.34,8815.35,Completed
2023-07-31,EMP00523,Cybersecurity,6.87,6406.31,Completed
2023-09-30,EMP00523,Cybersecurity,19.29,11870.8,In Progress
2023-11-30,EMP00523,Communication,9.06,12752.38,Completed
2024-03-31,EMP00523,Compliance,12.82,9381.98,In Progress
2024-08-31,EMP00523,Technical Skills,15.86,25233.51,Dropped
2024-10-31,EMP00523,Compliance,21.75,42951.06,Completed
2022-02-28,EMP00524,Compliance,10.74,10143.64,Completed
2022-04-30,EMP00524,Cybersecurity,19.15,23987.33,Completed
2022-05-31,EMP00524,Technical Skills,19.12,32688.63,Completed
2022-07-31,EMP00524,Data Literacy,4.95,4671.07,Dropped
2022-08-31,EMP00524,Leadership,9.97,16672.31,Completed
2022-11-30,EMP00524,Leadership,9.18,8212.19,Completed
2023-01-31,EMP00524,Compliance,13.4,24905.64,Completed
2023-03-31,EMP00524,Communication,16.08,34852.25,In Progress
2023-04-30,EMP00524,Technical Skills,5.69,9488.73,Completed
2023-05-31,EMP00524,Communication,6.57,4452.81,Completed
2023-07-31,EMP00524,Leadership,17.72,35865.18,Completed
2023-08-31,EMP00524,Leadership,8.22,5304.65,Completed
2023-12-31,EMP00524,Compliance,2.49,3494.02,Completed
2024-02-29,EMP00524,Data Literacy,8.05,13437.43,Completed
2024-03-31,EMP00524,Data Literacy,8.22,10528.43,In Progress
2024-07-31,EMP00524,Data Literacy,3.8,7141.31,Completed
2023-09-30,EMP00525,Compliance,17.58,30119.64,Completed
2023-11-30,EMP00525,Communication,20.17,25775.78,Completed
2024-01-31,EMP00525,Communication,18.48,24314.47,Completed
2024-04-30,EMP00525,Data Literacy,6.11,13046.06,Completed
2024-06-30,EMP00525,Communication,8.85,12589.82,Completed
2024-08-31,EMP00525,Cybersecurity,13.46,9348.28,Completed
2024-09-30,EMP00525,Compliance,16.78,18699.6,In Progress
2024-11-30,EMP00525,Data Literacy,7.51,12790.68,In Progress
2023-09-30,EMP00526,Leadership,8.09,6492.61,Completed
2023-12-31,EMP00526,Technical Skills,17.95,11277.37,Completed
2024-02-29,EMP00526,Cybersecurity,14.89,30919.93,Completed
2024-04-30,EMP00526,Leadership,14.17,21383.27,Completed
2024-05-31,EMP00526,Cybersecurity,2.52,2661.19,Completed
2024-06-30,EMP00526,Technical Skills,19.89,25894.38,Completed
2024-07-31,EMP00526,Leadership,21.18,20402.83,Completed
2024-08-31,EMP00526,Leadership,15.26,28883.09,Completed
2024-09-30,EMP00526,Compliance,20.16,22567.82,Completed
2024-11-30,EMP00526,Cybersecurity,8.8,16777.25,Completed
2024-12-31,EMP00526,Data Literacy,9.71,14649.04,Completed
2023-03-31,EMP00527,Technical Skills,19.2,35007.04,Completed
2023-04-30,EMP00527,Cybersecurity,14.64,15578.59,In Progress
2023-05-31,EMP00527,Communication,18.99,18211.22,Completed
2023-09-30,EMP00527,Leadership,5.23,9587.81,Completed
2023-10-31,EMP00527,Communication,8.07,11755.43,Completed
2023-11-30,EMP00527,Technical Skills,6.12,11994.41,In Progress
2024-02-29,EMP00527,Communication,23.94,36963.16,Completed
2024-09-30,EMP00527,Leadership,6.35,9925.22,Completed
2024-10-31,EMP00527,Data Literacy,23.71,48766.43,Dropped
2024-11-30,EMP00527,Compliance,16.65,23173.96,Completed
2024-08-31,EMP00528,Communication,15.88,25264.39,In Progress
2024-10-31,EMP00528,Cybersecurity,5.34,11127.62,In Progress
2024-11-30,EMP00528,Data Literacy,12.51,12028.96,Completed
2024-12-31,EMP00528,Technical Skills,19.46,21871.5,Completed
2022-01-31,EMP00529,Technical Skills,4.18,6973.04,Completed
2022-04-30,EMP00529,Communication,4.07,7768.6,In Progress
2022-05-31,EMP00529,Compliance,5.99,8828.02,Completed
2022-10-31,EMP00529,Leadership,21.35,33405.04,Completed
2022-11-30,EMP00529,Technical Skills,12.93,24904.1,Completed
2023-02-28,EMP00529,Data Literacy,4.35,3147.95,Completed
2023-04-30,EMP00529,Data Literacy,13.42,24008.77,Completed
2023-08-31,EMP00529,Leadership,18.47,20725.54,Completed
2023-09-30,EMP00529,Data Literacy,4.71,7978.62,Completed
2023-10-31,EMP00529,Data Literacy,5.03,3218.95,Completed
2024-02-29,EMP00529,Cybersecurity,2.5,2477.67,Completed
2024-04-30,EMP00529,Data Literacy,14.71,19411.9,Completed
2024-06-30,EMP00529,Leadership,16.48,30858.31,Completed
2024-08-31,EMP00529,Cybersecurity,14.88,12478.94,Completed
2024-11-30,EMP00529,Compliance,13.21,10762.82,Completed
2022-02-28,EMP00530,Technical Skills,4.42,5013.28,Completed
2022-03-31,EMP00530,Technical Skills,6.1,12478.39,Completed
2022-06-30,EMP00530,Communication,23.72,32447.74,Completed
2022-10-31,EMP00530,Cybersecurity,3.68,6966.38,Completed
2023-01-31,EMP00530,Technical Skills,19.32,36121.56,Completed
2023-04-30,EMP00530,Technical Skills,8.65,15981.86,Completed
2023-06-30,EMP00530,Compliance,19.45,30687.13,Completed
2023-12-31,EMP00530,Communication,20.75,14011.95,Completed
2024-03-31,EMP00530,Technical Skills,10.89,11902.75,Completed
2024-05-31,EMP00530,Communication,21.44,27817.95,Completed
2024-07-31,EMP00530,Communication,21.04,15546.3,Completed
2024-08-31,EMP00530,Compliance,5.69,9403.18,In Progress
2024-09-30,EMP00530,Cybersecurity,6.41,13467.55,Completed
2024-10-31,EMP00530,Leadership,8.63,12472.23,Completed
2024-11-30,EMP00530,Data Literacy,11.88,19768.16,In Progress
2022-11-30,EMP00531,Data Literacy,7.29,9428.99,Completed
2023-02-28,EMP00531,Technical Skills,10.22,18876.22,Completed
2023-03-31,EMP00531,Cybersecurity,22.51,32067.52,Completed
2023-05-31,EMP00532,Technical Skills,6.95,8347.81,Completed
2023-06-30,EMP00532,Cybersecurity,13.78,20369.36,Completed
2023-07-31,EMP00532,Compliance,3.4,2844.02,Dropped
2023-08-31,EMP00532,Technical Skills,5.62,10990.52,Completed
2024-04-30,EMP00532,Communication,16.1,24857.45,Completed
2024-05-31,EMP00532,Technical Skills,18.19,28164.81,In Progress
2024-06-30,EMP00532,Communication,13.74,24093.04,Completed
2024-07-31,EMP00532,Compliance,4.13,6276.81,Completed
2024-11-30,EMP00532,Communication,5.4,5913.3,Completed
2022-03-31,EMP00533,Leadership,19.89,26073.13,Completed
2022-05-31,EMP00533,Technical Skills,19.81,20675.97,In Progress
2022-11-30,EMP00533,Technical Skills,8.32,15164.22,In Progress
2023-02-28,EMP00533,Leadership,3.39,5326.58,Completed
2023-04-30,EMP00533,Data Literacy,10.1,11863.88,Completed
2023-12-31,EMP00533,Cybersecurity,12.89,18576.05,Completed
2024-04-30,EMP00533,Leadership,6.56,5724.29,In Progress
2024-05-31,EMP00533,Leadership,22.18,46029.86,Completed
2024-06-30,EMP00533,Cybersecurity,12.37,22573.6,Completed
2024-08-31,EMP00533,Data Literacy,2.59,3061.85,Completed
2024-10-31,EMP00533,Data Literacy,18.87,21175.07,Completed
2022-01-31,EMP00534,Technical Skills,22.1,46760.0,Completed
2022-02-28,EMP00534,Cybersecurity,23.4,30520.01,Completed
2022-03-31,EMP00534,Compliance,3.6,7613.52,Dropped
2022-07-31,EMP00534,Communication,2.88,3224.94,Completed
2022-10-31,EMP00534,Cybersecurity,6.43,13500.68,In Progress
2022-11-30,EMP00534,Leadership,21.28,29365.55,Completed
2023-01-31,EMP00534,Communication,8.02,9211.16,Completed
2023-03-31,EMP00534,Leadership,12.31,21594.17,Completed
2023-06-30,EMP00534,Leadership,8.75,16096.04,Completed
2023-09-30,EMP00535,Compliance,4.77,7425.75,Completed
2023-11-30,EMP00535,Leadership,6.27,4588.56,Completed
2024-03-31,EMP00535,Communication,2.47,2835.03,Completed
2024-10-31,EMP00535,Data Literacy,2.71,4210.4,Completed
2024-12-31,EMP00535,Cybersecurity,15.58,25083.77,Completed
2022-05-31,EMP00536,Leadership,17.35,34426.49,Completed
2022-09-30,EMP00536,Compliance,21.66,19516.13,Completed
2023-02-28,EMP00536,Leadership,17.71,12414.34,Completed
2023-03-31,EMP00536,Technical Skills,20.11,26914.07,Completed
2023-04-30,EMP00536,Leadership,22.11,42628.19,Completed
2023-06-30,EMP00536,Data Literacy,15.13,17994.47,Completed
2023-08-31,EMP00536,Communication,5.46,5209.86,Completed
2023-10-31,EMP00536,Communication,15.51,29294.73,Completed
2022-01-31,EMP00537,Technical Skills,18.14,33773.7,Completed
2022-04-30,EMP00537,Communication,4.55,5622.3,Completed
2022-05-31,EMP00537,Compliance,12.12,17057.26,In Progress
2022-06-30,EMP00537,Data Literacy,2.75,2634.73,Completed
2023-03-31,EMP00537,Cybersecurity,4.29,4702.28,Completed
2023-04-30,EMP00537,Technical Skills,15.23,22305.31,Completed
2023-06-30,EMP00537,Technical Skills,7.27,13280.52,Completed
2023-07-31,EMP00537,Leadership,15.67,18364.93,In Progress
2023-08-31,EMP00537,Cybersecurity,2.93,3645.0,Completed
2023-10-31,EMP00537,Cybersecurity,21.2,36918.07,Completed
2024-02-29,EMP00537,Data Literacy,11.6,18281.23,Completed
2024-06-30,EMP00537,Technical Skills,23.93,49874.19,Completed
2024-10-31,EMP00537,Compliance,21.37,42455.65,Completed
2022-03-31,EMP00538,Leadership,23.61,20553.25,Completed
2022-04-30,EMP00538,Technical Skills,7.23,11981.01,Completed
2022-07-31,EMP00538,Cybersecurity,18.7,30953.08,Completed
2022-08-31,EMP00538,Cybersecurity,19.28,29561.32,In Progress
2022-09-30,EMP00538,Compliance,21.23,32064.16,Completed
2022-10-31,EMP00538,Leadership,6.76,9399.56,Completed
2023-01-31,EMP00538,Compliance,15.91,14411.77,In Progress
2023-04-30,EMP00538,Leadership,23.31,37794.75,Completed
2023-05-31,EMP00538,Compliance,16.48,17272.47,Dropped
2023-07-31,EMP00538,Data Literacy,15.0,11844.54,Completed
2023-12-31,EMP00538,Cybersecurity,12.05,14793.57,Completed
